Date,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
1968-07-31,-6.968269742696724,-3.6432730347409827,0.18570846532537524,-5.081096642881318,-0.47362802286957045,-2.1081104178368673
1968-08-31,4.05465631164617,4.421644171593352,5.506110369808713,1.19383123034176,2.198183336514642,3.092696069189131
1968-09-30,7.4481288656956375,4.950334869048712,6.626051037957362,2.4121013493077403,5.305683967253592,6.1989419424622065
1968-10-31,-0.3862991597124328,2.770458368703016,2.45323890905898,-2.5595500427565763,2.29784072531907,2.7128742753043933
1968-11-30,8.785539172026136,6.7253380129162235,6.585576001649922,6.159907549218055,5.060023486349651,4.30511908861588
1968-12-31,1.243620490230501,-0.44091864033881784,-0.4839076456931879,-4.581671263412365,-2.632700906878225,-3.384876744875572
1969-01-31,-2.2925285815840417,-1.3215731524298864,-0.9535981749393688,-2.0012099877508747,-0.766751895685787,-0.38888503439099464
1969-02-28,-11.179576776357779,-7.456102917448791,-9.096793714349646,-3.2449738746948062,-5.078538618818928,-5.945166290741198
1969-03-31,2.811974940802804,2.2877851836346905,6.744617905074405,5.0106885402210075,4.1860192073986235,4.31426403935925
1969-04-30,0.6951056207907442,0.8462618359087241,2.1458711585305665,3.327590253274757,1.1742685229709737,1.8786912739153463
1969-05-31,0.018407794824973896,0.8424924259598047,2.733351051846107,-0.8547002567342442,0.8365815730303353,-1.759483709447141
1969-06-30,-13.049358392338755,-10.224544423766197,-12.173001544593124,-1.9916577263660646,-9.3268183506601,-9.483362705929018
1969-07-31,-11.78865604409969,-10.315481876819952,-6.376525699732088,-4.30587455528007,-7.7478944622471495,-7.919887623793942
1969-08-31,6.9093001994789045,5.790396655606502,3.1823552845510554,8.05462389674918,4.931857694614968,3.3629142212385768
1969-09-30,-1.3585631016300737,-2.454111529356274,-2.6590432432145814,-1.192848104020126,-3.516779978971553,-3.2186100467501677
1969-10-31,10.494892085757664,7.68301466324417,6.365809710536211,6.449934652582831,5.440358867760678,6.255255697756175
