Date,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
1963-07-01,1.1287,-0.36320000000000002,0.72230000000000005,-0.041300000000000003,-1.2446999999999999,-1.8076000000000001,0.19289999999999999,-1.0148999999999999,-1.9749000000000001,-1.1879999999999999,-2.3527,-1.3247,-0.73829999999999996,-2.1328999999999998,-1.7525999999999999,-0.91149999999999998,-1.7733000000000001,-1.9168000000000001,-1.5745,-1.8573999999999999,0.1391,0.4839,1.1359999999999999,-0.42849999999999999,-1.1045
1963-08-01,4.2396000000000003,1.373,1.4917,2.5068000000000001,4.6643999999999997,5.5702999999999996,4.5220000000000002,4.4450000000000003,4.4661999999999997,8.2451000000000008,5.0879000000000003,5.3055000000000003,5.3830999999999998,4.8413000000000004,5.1562000000000001,5.5754000000000001,4.7469000000000001,6.2515999999999998,7.6940999999999997,5.3456000000000001,5.7823000000000002,4.2633000000000001,4.6341000000000001,8.1704000000000008,6.3983999999999996
1963-09-01,-1.7343,0.62039999999999995,-1.0006999999999999,-1.5215000000000001,-0.3584,-4.0525000000000002,-1.5072000000000001,-0.86380000000000001,-1.4935,-2.9243000000000001,-4.3315000000000001,-1.7989999999999999,-0.33029999999999998,-0.97409999999999997,-1.8327,-2.6644000000000001,-2.1463000000000001,-1.7882,-3.9641000000000002,-2.0002,-1.3752,-0.80810000000000004,-0.84970000000000001,-0.19120000000000001,-3.5032999999999999
1963-10-01,0.37780000000000002,-0.7329,1.3066,0.19040000000000001,2.3711000000000002,1.1926000000000001,4.2411000000000003,2.3525999999999998,2.3058000000000001,3.9314,2.3950999999999998,0.42299999999999999,2.7461000000000002,2.5238999999999998,1.0696000000000001,-0.24149999999999999,0.69899999999999995,2.5213999999999999,4.8524000000000003,0.61380000000000001,5.3261000000000003,1.742,-0.33539999999999998,2.4176000000000002,0.47020000000000001
1963-11-01,-3.3319000000000001,-3.8435999999999999,-1.7892999999999999,-1.0535000000000001,-1.1076999999999999,-4.2595999999999998,-1.7484,-0.78449999999999998,-0.055399999999999998,-0.115,-2.9956999999999998,-1.3781000000000001,-1.0491999999999999,-0.80659999999999998,-1.2162999999999999,-0.9083,-0.63109999999999999,-0.75160000000000005,1.3595999999999999,3.5407000000000002,-1.2668999999999999,1.008,-1.6914,-2.1316000000000002,1.3495999999999999
1963-12-01,-2.3435000000000001,-0.95650000000000002,-0.93659999999999999,-1.6555,-0.99970000000000003,-0.86929999999999996,-0.75819999999999999,1.0284,0.83579999999999999,0.113,0.29459999999999997,1.6992,1.3411999999999999,1.5966,0.46379999999999999,-0.15620000000000001,1.2206999999999999,1.7398,3.2888000000000002,6.1680999999999999,2.6568000000000001,2.3222999999999998,2.1884999999999999,2.5146999999999999,2.1354000000000002
1964-01-01,3.8925000000000001,2.8727999999999998,4.2220000000000004,4.0492999999999997,4.9503000000000004,-2.0289999999999999,-0.49149999999999999,3.6368,1.5616000000000001,4.1813000000000002,0.099299999999999999,0.55069999999999997,2.7313999999999998,3.8647,3.2166000000000001,-0.43140000000000001,1.8531,1.2447999999999999,3.6021000000000001,3.3329,3.0630999999999999,3.1960999999999999,1.6725000000000001,2.0133999999999999,1.6235999999999999
1964-02-01,2.8826000000000001,2.819,2.3024,0.33360000000000001,4.4744000000000002,1.6197999999999999,1.7294,2.6131000000000002,2.1453000000000002,6.1043000000000003,0.1236,3.0259999999999998,1.6322000000000001,3.7530999999999999,4.0140000000000002,2.5943000000000001,1.5619000000000001,2.8443999999999998,7.2046999999999999,4.6120999999999999,1.8270999999999999,0.5232,1.0194000000000001,3.9988999999999999,3.7566999999999999
1964-03-01,0.4753,1.4861,2.0712000000000002,3.7018,2.5228000000000002,2.3517999999999999,3.2063999999999999,3.3567,5.6605999999999996,6.1622000000000003,-0.81089999999999995,2.9838,4.3441000000000001,5.5647000000000002,6.7718999999999996,1.7749999999999999,2.9767000000000001,5.2496999999999998,7.1287000000000003,0.72470000000000001,1.1575,0.76349999999999996,3.6236999999999999,3.8382000000000001,0.14910000000000001
1964-04-01,-1.5767,2.6118000000000001,-0.45660000000000001,-0.91859999999999997,-0.753,-0.91220000000000001,-3.8847,0.75700000000000001,-1.6687000000000001,-0.65749999999999997,-2.0804999999999998,-1.2453000000000001,0.28739999999999999,-0.76339999999999997,-1.0247999999999999,-2.7044999999999999,0.34339999999999998,1.9783999999999999,-2.6383999999999999,-2.2805,0.22720000000000001,1.4744999999999999,0.80820000000000003,-0.90539999999999998,2.4146999999999998
1964-05-01,-1.2390000000000001,-1.2253000000000001,0.42499999999999999,0.48180000000000001,1.3580000000000001,3.1442999999999999,0.40960000000000002,2.9788999999999999,1.8462000000000001,3.7408000000000001,-0.47070000000000001,1.6949000000000001,-0.254,1.9709000000000001,2.4943,1.1914,2.2991999999999999,1.3559000000000001,1.3281000000000001,4.0990000000000002,2.0598999999999998,0.33040000000000003,1.1776,4.2858999999999998,3.3967999999999998
1964-06-01,1.9443999999999999,0.42780000000000001,1.2083999999999999,0.80249999999999999,1.1335,0.8851,1.6657999999999999,1.8667,1.1354,2.2155,0.89049999999999996,2.1595,2.2361,2.5760999999999998,1.2486999999999999,1.0927,1.4771000000000001,1.1034999999999999,2.4965000000000002,3.1118999999999999,0.97440000000000004,2.8643999999999998,0.44369999999999998,1.3682000000000001,2.4217
1964-07-01,1.1367,3.6021999999999998,4.1155999999999997,2.5983999999999998,4.7309999999999999,0.87090000000000001,2.0630999999999999,3.9801000000000002,2.8795000000000002,2.4535,2.8096999999999999,2.6282999999999999,3.0991,3.1913999999999998,1.2372000000000001,1.5586,3.3062,1.6201000000000001,1.7744,3.5825,2.5598000000000001,0.69340000000000002,3.8954,1.8783000000000001,0.99309999999999998
1964-08-01,1.6973,-2.5518000000000001,-1.7484,-0.80489999999999995,-0.48309999999999997,-1.8159000000000001,-2.2378,-1.2322,0.34310000000000002,-1.8660000000000001,-2.7850999999999999,-0.42499999999999999,0.1867,-0.1132,-2.2608999999999999,-1.0822000000000001,0.10829999999999999,0.96319999999999995,-0.013899999999999999,-1.1736,-1.2739,-1.5604,-0.079200000000000007,-0.89639999999999997,-2.903
1964-09-01,5.4362000000000004,2.9790999999999999,6.2309000000000001,2.7679999999999998,3.9217,3.3506999999999998,2.7652000000000001,2.2302,2.1863000000000001,4.7087000000000003,1.7622,2.0533000000000001,3.431,3.0760999999999998,3.7501000000000002,3.1299999999999999,3.3262,4.1421000000000001,4.6635999999999997,4.2656000000000001,3.0865,1.347,4.2830000000000004,4.5121000000000002,6.8537999999999997
1964-10-01,1.8991,0.090499999999999997,5.1490999999999998,1.9336,3.3329,-1.3435999999999999,1.21,2.6036999999999999,1.2235,1.3573,3.2119,3.4889999999999999,1.9459,1.1580999999999999,2.7149000000000001,0.93049999999999999,1.2955000000000001,1.2825,3.2658999999999998,3.7565,0.3221,1.0902000000000001,0.56989999999999996,0.52969999999999995,3.2921999999999998
1964-11-01,-0.30070000000000002,-0.15090000000000001,0.89170000000000005,0.68230000000000002,0.52980000000000005,-0.96699999999999997,0.16739999999999999,-0.1973,-0.65290000000000004,-1.7669999999999999,1.6126,0.60289999999999999,0.10059999999999999,0.4017,-0.058500000000000003,0.65529999999999999,1.6437999999999999,-1.0152000000000001,-0.83720000000000006,-4.7187000000000001,1.0217000000000001,-0.36730000000000002,1.6422000000000001,-1.286,-4.6841999999999997
1964-12-01,-1.4725999999999999,-1.2379,-3.125,-2.6798000000000002,-1.7927999999999999,1.4489000000000001,-0.14860000000000001,1.1892,-2.4864000000000002,-0.94640000000000002,0.11600000000000001,0.58799999999999997,-0.26750000000000002,-1.6849000000000001,-0.67959999999999998,1.4114,0.010200000000000001,-1.5026999999999999,-0.95499999999999996,-1.3266,0.79900000000000004,1.4209000000000001,-0.95089999999999997,-1.0688,-1.3383
1965-01-01,8.4565999999999999,6.3573000000000004,6.8733000000000004,6.6761999999999997,8.7568000000000001,7.8749000000000002,5.4661999999999997,5.9236000000000004,5.7123999999999997,6.1784999999999997,5.2073999999999998,6.2046000000000001,5.1132999999999997,5.9608999999999996,7.056,5.5263,4.2866999999999997,5.1409000000000002,5.1165000000000003,6.8217999999999996,4.7202000000000002,1.2522,2.8229000000000002,3.5354000000000001,3.6000999999999999
1965-02-01,1.8637999999999999,0.50990000000000002,2.5255000000000001,3.1922999999999999,3.6524000000000001,3.3795000000000002,4.2289000000000003,3.7383000000000002,3.4098000000000002,3.5903999999999998,3.899,4.4371999999999998,4.7925000000000004,3.2174999999999998,3.2010000000000001,1.3902000000000001,3.4228000000000001,3.9336000000000002,3.2033999999999998,1.6801999999999999,0.18579999999999999,-0.0448,-0.126,-0.53769999999999996,-1.1935
1965-03-01,1.6576,2.3231999999999999,1.2665,2.5785,3.1913999999999998,2.0960999999999999,-1.9294,1.3978999999999999,1.8887,0.57940000000000003,-0.29070000000000001,-0.056000000000000001,-0.3211,1.3299000000000001,0.63780000000000003,-0.79849999999999999,-0.32319999999999999,-0.29099999999999998,0.43490000000000001,1.8183,-1.3236000000000001,-1.5800000000000001,-1.8043,-0.71650000000000003,0.34029999999999999
1965-04-01,4.0673000000000004,4.4128999999999996,4.7889999999999997,4.444,4.5885999999999996,0.15590000000000001,5.0305,3.9249000000000001,4.7085999999999997,5.0312000000000001,2.8050000000000002,3.1202999999999999,3.8597999999999999,3.7242000000000002,6.8018999999999998,2.6191,3.1943000000000001,4.6284999999999998,4.3921000000000001,2.1566999999999998,4.5862999999999996,1.8737999999999999,2.1667000000000001,2.2063999999999999,4.4499000000000004
1965-05-01,-0.4546,-2.5956000000000001,-1.2927,-0.77980000000000005,-1.2122999999999999,1.0537000000000001,-0.73919999999999997,-1.1564000000000001,0.084099999999999994,-2.1204000000000001,-0.57789999999999997,0.25040000000000001,-1.0293000000000001,-0.86709999999999998,-0.58730000000000004,-0.96509999999999996,0.033000000000000002,-1.109,-0.36759999999999998,-3.3714,-0.75439999999999996,0.83020000000000005,-0.084900000000000003,-0.36109999999999998,-3.5710000000000002
1965-06-01,-12.5886,-10.4413,-9.3609000000000009,-7.9295999999999998,-9.5699000000000005,-10.3567,-8.6130999999999993,-8.9827999999999992,-8.3896999999999995,-8.2995000000000001,-6.6322999999999999,-9.2210000000000001,-8.5172000000000008,-8.5306999999999995,-8.4334000000000007,-6.3567999999999998,-6.9767999999999999,-7.9386000000000001,-8.6778999999999993,-8.4349000000000007,-4.4306000000000001,-3.6674000000000002,-4.9364999999999997,-3.8056000000000001,-5.4787999999999997
1965-07-01,2.4077999999999999,3.4727999999999999,3.6533000000000002,2.2033,4.1971999999999996,3.7755000000000001,1.6587000000000001,2.9237000000000002,3.4788000000000001,4.5069999999999997,1.526,4.6266999999999996,2.5895000000000001,4.3600000000000003,4.6866000000000003,2.6034999999999999,3.1714000000000002,3.8986000000000001,2.6543999999999999,6.25,1.5235000000000001,-0.0020999999999999999,1.9197,4.0880999999999998,4.8277000000000001
1965-08-01,2.5036,5.4353999999999996,5.1565000000000003,3.9579,4.0133000000000001,7.2991000000000001,4.2359999999999998,4.9246999999999996,4.9206000000000003,3.9430000000000001,8.1067999999999998,4.5658000000000003,7.7511999999999999,3.2517999999999998,6.5499000000000001,3.8079000000000001,4.1756000000000002,5.3023999999999996,2.9982000000000002,4.8752000000000004,3.2645,1.2950999999999999,3.4394999999999998,1.1267,2.1812
1965-09-01,3.4710999999999999,5.9272,1.2744,3.9986999999999999,3.3711000000000002,5.8316999999999997,3.7915000000000001,2.8879999999999999,4.6113,2.6158999999999999,2.4531000000000001,3.1661999999999999,3.3161999999999998,5.2050000000000001,4.5034999999999998,3.2993000000000001,4.1013999999999999,1.5628,2.9003999999999999,3.8490000000000002,3.9289000000000001,2.3018000000000001,2.3765999999999998,3.5268999999999999,3.2282999999999999
