portfolio,alpha,beta_Mkt-RF,t_Mkt-RF,beta_SMB,t_SMB,beta_HML,t_HML,beta_TERM,t_TERM,beta_DEF,t_DEF,r_squared,r_squared_table1,r_squared_table3,r_squared_table4,type
ME3 BM1,-0.09601753031583331,1.1024528491600434,58.58036644454619,0.6941422459718396,25.024162337887194,-0.4324026094408875,-13.831091520451828,-0.05018846638882793,-0.8203889221671915,0.11562529067785826,0.696381078213356,0.9589212506342378,0.8625767582398904,0.025704367009157014,0.958814851455765,stock
ME3 BM2,-0.3991741382549257,1.0092520256106539,55.96043292398659,0.6400930023259093,24.079281702146115,0.029961364617606318,1.0000440143781544,0.02307957774021992,0.3936707042046715,0.38516178298968,2.420620400448365,0.9490152533250025,0.8589606012976425,0.04070309854962284,0.9478725546600466,stock
ME3 BM3,0.051803696626827635,0.9738351292876091,53.23402506860592,0.5425759331559692,20.1225681155118,0.31334024196448484,10.310889471670517,-0.004977783243054193,-0.0837073612598251,-0.024735077952794324,-0.15325661041959035,0.9362339194049921,0.8347273462849553,0.030325457182676097,0.9362255076607039,stock
ME3 BM4,0.12715591319679295,0.9729617767560186,58.406099431767615,0.441678185488767,17.988186701547,0.508680424605097,18.381609619132288,0.023998382354493183,0.4431677975352067,-0.03472254691704065,-0.2362523093712958,0.941275423603186,0.8190982539587675,0.03405863933843534,0.9412396463662432,stock
ME3 BM5,0.26322784721164283,1.0708674336038073,50.95329911592993,0.6468660783705009,20.88189882029414,0.7042710046153084,20.172164222574427,-0.1276687483917267,-1.8687233005489101,-0.04978837957063748,-0.26851382678945646,0.9300328746094977,0.7438754877083423,0.023236042973080684,0.929113631659468,stock
ME4 BM1,-0.0020368288324486145,1.0594136318583627,55.89449407489507,0.2959377584814464,10.593094946483221,-0.45095946079931504,-14.322441737458837,-0.05744463306607932,-0.9323451902476131,0.1747568576014669,1.0450564841034686,0.9468525457098278,0.8985828396496602,0.02788902151156336,0.9466201879741927,stock
ME4 BM2,-0.42394342760186965,1.062256962389747,51.176481835247145,0.2773684185634766,9.066023970557783,0.02535800579941564,0.7354142253049879,-0.08208875387950888,-1.2166013831023679,0.3386759155375499,1.8493845221689236,0.9244568265424177,0.9045334882393634,0.03561903200740302,0.9235998586189302,stock
ME4 BM3,-0.24152548011660238,1.048581713989827,51.40122169998798,0.2292383967583168,7.623906056681705,0.3143158166918813,9.274990773969389,-0.08147583026751445,-1.2286374777793512,0.3166721622985404,1.759475054073523,0.9173505433075112,0.8785440942368751,0.0377637027478287,0.9164783383041769,stock
ME4 BM4,0.31479022389276845,1.034705567962157,50.09577816883199,0.2387275398436622,7.841621498168642,0.5607709374160769,16.343532381295255,-0.012332858359092416,-0.1836842363935252,-0.18578948465866982,-1.0195476685237985,0.9099819964916713,0.8181270422570803,0.02841276907185497,0.9096184384187602,stock
ME4 BM5,0.17303303480420001,1.1506103099695337,46.0894864769803,0.35428670448074767,9.628252586409461,0.746670101052003,18.004391931449966,0.006916810504962202,0.08523211949178261,-0.12867876413287363,-0.5842282510977531,0.8995984328561617,0.7691921839205098,0.03064018256077583,0.899492111166289,stock
