portfolio,type,model,alpha,t_alpha,abs_alpha,significant
LOW_GRADE,bond,three_factor_stock,0.19461878944658534,27.77320769319182,0.19461878944658534,True
SMALL LoBM,stock,five_factor,0.3249810694276633,1.2315210191107335,0.3249810694276633,False
ME1 BM2,stock,five_factor,-0.09404101783342964,-0.47765419317888497,0.09404101783342964,False
ME1 BM3,stock,five_factor,-0.3628788544540003,-2.1840936075192734,0.3628788544540003,True
ME1 BM4,stock,five_factor,-0.03675490406339353,-0.24264521532223182,0.03675490406339353,False
SMALL HiBM,stock,five_factor,0.12031903097144636,0.7277124708058916,0.12031903097144636,False
ME2 BM1,stock,five_factor,-0.015891910245319503,-0.07636853470752265,0.015891910245319503,False
ME2 BM2,stock,five_factor,-0.40852461631156345,-2.39024889210186,0.40852461631156345,True
ME2 BM3,stock,five_factor,0.17081788394292438,1.0393269186856604,0.17081788394292438,False
ME2 BM4,stock,five_factor,-0.09798320155977899,-0.6352689263002288,0.09798320155977899,False
ME2 BM5,stock,five_factor,0.3319467938265297,1.9900929821097786,0.3319467938265297,False
ME3 BM1,stock,five_factor,-0.09601753031583331,-0.5122756536950014,0.09601753031583331,False
ME3 BM2,stock,five_factor,-0.3991741382549257,-2.2223116216012073,0.3991741382549257,True
ME3 BM3,stock,five_factor,0.051803696626827635,0.284332002964147,0.051803696626827635,False
ME3 BM4,stock,five_factor,0.12715591319679295,0.7664081433560014,0.12715591319679295,False
ME3 BM5,stock,five_factor,0.26322784721164283,1.2575624310435967,0.26322784721164283,False
ME4 BM1,stock,five_factor,-0.0020368288324486145,-0.010789942536802025,0.0020368288324486145,False
ME4 BM2,stock,five_factor,-0.42394342760186965,-2.05073655202372,0.42394342760186965,True
ME4 BM3,stock,five_factor,-0.24152548011660238,-1.1887628944068809,0.24152548011660238,False
ME4 BM4,stock,five_factor,0.31479022389276845,1.5302652021532615,0.31479022389276845,False
ME4 BM5,stock,five_factor,0.17303303480420001,0.6959271152033367,0.17303303480420001,False
BIG LoBM,stock,five_factor,0.3182030691700254,1.8974610758416244,0.3182030691700254,False
ME5 BM2,stock,five_factor,-0.2974466024365644,-1.6496224059639575,0.2974466024365644,False
ME5 BM3,stock,five_factor,0.22300235413574843,0.9932318071977164,0.22300235413574843,False
ME5 BM4,stock,five_factor,0.01998064493898639,0.10734905275657171,0.01998064493898639,False
BIG HiBM,stock,five_factor,-0.3297006450380489,-1.2284702351665937,0.3297006450380489,False
SHORT_TERM,bond,five_factor,0.0111667517101268,2.909926582004525,0.0111667517101268,True
LONG_TERM,bond,five_factor,0.0025946167372139623,1.183859090877121,0.0025946167372139623,False
AAA,bond,five_factor,0.0025946167372123477,1.1838590908763862,0.0025946167372123477,False
AA,bond,five_factor,0.0025946167372122,1.1838590908763413,0.0025946167372122,False
A,bond,five_factor,0.0025946167372125194,1.1838590908764897,0.0025946167372125194,False
BBB,bond,five_factor,0.0025946167372116013,1.1838590908760587,0.0025946167372116013,False
LOW_GRADE,bond,five_factor,0.0025946167372116816,1.1838590908761295,0.0025946167372116816,False
