# DISCLAIMER: TERM and DEF are yield-based proxy factors constructed from FRED data, not return-based factors as in FF(1993). DEF is the BAA-AAA corporate bond yield spread. Numerical results may differ from the original paper. Stock factors (Mkt-RF, SMB, HML) will be added when available.
Date,TERM,DEF,RF,Mkt-RF,SMB,HML
1990-10,0.0155,0.0121,0.68,-1.92,-5.5199,0.08
1990-11,0.0133,0.0131999999999999,0.57,6.35,0.4178999999999995,-2.9732000000000003
1990-12,0.0133999999999999,0.0137999999999999,0.6,2.46,0.7888999999999999,-1.5734
1991-01,0.0187,0.0141,0.52,4.69,3.7805333333333335,-1.4783999999999995
1991-02,0.0191,0.0123999999999999,0.48,7.19,4.0051000000000005,-0.62425
1991-03,0.0219999999999999,0.0116,0.44,2.66,3.884300000000001,-1.30265
1991-04,0.0238999999999999,0.0107999999999999,0.53,-0.28,0.5037666666666665,1.49385
1991-05,0.0261,0.0099999999999999,0.47,3.66,-0.3916333333333335,-0.5157499999999997
1991-06,0.0271,0.0095,0.42,-4.94,0.1817666666666673,1.07675
1991-07,0.0268999999999999,0.0089,0.49,4.24,-0.9658333333333332,-1.2997
1991-08,0.0257,0.009,0.46,2.32,1.5846999999999989,-0.7879499999999999
1991-09,0.0243,0.009,0.46,-1.59,1.678833333333333,-1.22525
1991-10,0.0254,0.0093999999999999,0.42,1.29,0.7708999999999999,-0.4328499999999997
1991-11,0.0286,0.0096999999999999,0.39,-4.2,-0.5144000000000002,-1.7706500000000005
1991-12,0.0302,0.0094999999999999,0.38,10.85,-2.260333333333332,-4.234150000000001
